Date,Price,Open,High,Low,Vol.,Change %
07/29/2005,863.84,863.8,868.8,862.56,105.61M,0.00%
07/28/2005,863.8,861.49,866.7,861.49,120.79M,0.27%
07/27/2005,861.49,854.52,861.87,854.52,112.49M,0.82%
07/26/2005,854.52,852.41,859.18,852.34,139.14M,0.25%
07/25/2005,852.41,852.52,854.19,848.79,159.23M,-0.01%
07/22/2005,852.52,852.79,854.94,851.08,137.62M,-0.03%
07/21/2005,852.79,846.8,855.67,846.8,529.86M,0.71%
07/20/2005,846.8,852.5,852.5,843.66,169.56M,-0.67%
07/19/2005,852.5,849.75,852.5,847.51,172.85M,0.32%
07/18/2005,849.75,848.46,852.76,847.44,195.52M,0.15%
07/15/2005,848.46,849.89,851.82,847.37,138.78M,-0.17%
07/14/2005,849.89,850.15,852.47,848.08,184.98M,-0.03%
07/13/2005,850.15,843.81,851.47,843.81,187.86M,0.75%
07/12/2005,843.81,845.63,847.97,841.45,174.87M,-0.22%
07/11/2005,845.63,832.23,846.22,832.23,169.75M,1.61%
07/08/2005,832.23,818.54,832.23,818.54,162.22M,1.67%
07/07/2005,818.54,831.58,831.58,799.78,437.03M,-1.57%
07/06/2005,831.59,830.03,834.62,829.83,121.27M,0.19%
07/05/2005,830.03,832.34,832.87,828.3,137.59M,-0.28%
07/04/2005,832.34,830.15,833.81,830.15,85.72M,0.26%
07/01/2005,830.15,822.49,830.15,819.46,266.73M,0.93%
06/30/2005,822.49,821.26,825.57,819.16,191.36M,0.15%
06/29/2005,821.26,814.28,823.01,814.28,150.44M,0.86%
06/28/2005,814.28,809.91,815.9,809.91,192.33M,0.54%
06/27/2005,809.91,828.23,828.23,809.58,224.94M,-2.21%
06/23/2005,828.23,818.93,828.85,818.93,259.03M,1.14%
06/22/2005,818.92,818.37,820.46,816.58,200.22M,0.07%
06/21/2005,818.37,811.85,818.65,811.85,204.31M,0.80%
06/20/2005,811.85,808.62,813.18,806.91,169.43M,0.40%
06/17/2005,808.62,809.8,812.16,808.38,155.97M,-0.15%
06/16/2005,809.8,804.45,809.8,804.45,144.43M,0.67%
06/15/2005,804.45,807.62,809.3,802.51,139.41M,-0.39%
06/14/2005,807.62,801.17,807.62,800.17,258.19M,0.81%
06/13/2005,801.17,799.59,803.32,797.95,148.33M,0.20%
06/10/2005,799.59,794.6,801.03,794.6,179.67M,0.63%
06/09/2005,794.61,796.64,797.43,793.44,138.09M,-0.25%
06/08/2005,796.64,793.48,798.08,791.91,150.70M,0.40%
06/07/2005,793.48,787.58,793.8,786.21,156.24M,0.75%
06/03/2005,787.58,789.97,793.33,785.55,241.42M,-0.30%
06/02/2005,789.97,795.58,796.63,789.41,157.02M,-0.71%
06/01/2005,795.58,792.39,796.56,792.01,170.40M,0.40%
05/31/2005,792.39,793.8,796.92,792.39,191.16M,-0.18%
05/30/2005,793.8,790.72,793.8,788.11,61.09M,0.39%
05/27/2005,790.72,790.13,793.45,787.93,125.20M,0.07%
05/26/2005,790.13,783.17,790.96,783.17,154.22M,0.89%
05/25/2005,783.16,784.64,787.18,782.64,204.98M,-0.19%
05/24/2005,784.63,784.34,785.91,782.88,216.42M,0.04%
05/23/2005,784.34,784.58,787.73,783.31,243.20M,-0.03%
05/20/2005,784.59,785.11,787.69,783.45,190.48M,-0.07%
05/19/2005,785.11,781.66,786.43,781.64,206.25M,0.44%
05/18/2005,781.66,776.08,783.15,776.08,289.56M,0.72%
05/17/2005,776.08,774.92,778.14,773.59,191.72M,0.15%
05/16/2005,774.91,775.2,775.46,769.96,200.34M,-0.04%
05/13/2005,775.2,770.4,775.29,767.59,300.54M,0.62%
05/12/2005,770.4,762.13,771.85,762.13,322.99M,1.09%
05/11/2005,762.13,765.45,768.26,760.17,244.23M,-0.43%
05/10/2005,765.45,768.8,773.15,763.34,235.75M,-0.44%
05/09/2005,768.8,766.25,770.24,765.09,250.83M,0.33%
05/06/2005,766.25,756.54,768.95,756.54,260.61M,1.28%
05/04/2005,756.54,757.64,760.47,755.34,79.54M,-0.15%
05/03/2005,757.64,754.79,760.11,753.45,171.23M,0.38%
05/02/2005,754.79,749.54,757.47,749.54,144.17M,0.70%
04/29/2005,749.54,748.24,753.97,744.84,244.58M,0.17%
04/28/2005,748.24,757.05,759.85,742.97,284.11M,-1.16%
04/27/2005,757.05,780.32,780.32,755.23,362.90M,-2.98%
04/26/2005,780.32,786.16,786.16,775.8,207.44M,-0.74%
04/25/2005,786.16,785.96,786.21,779.68,231.04M,0.03%
04/22/2005,785.96,775.28,787.12,775.28,524.48M,1.38%
04/21/2005,775.28,773.1,777.9,771.07,411.11M,0.28%
04/20/2005,773.1,773.9,780.74,773.1,198.68M,-0.10%
04/19/2005,773.9,772.86,778.91,772.33,197.79M,0.13%
04/18/2005,772.86,784.29,784.29,768.59,317.59M,-1.46%
04/15/2005,784.29,792.9,792.9,782.44,295.96M,-1.52%
04/14/2005,796.37,790.93,797.19,787.38,288.66M,0.57%
04/13/2005,791.83,790.01,794.03,789.35,280.62M,0.52%
04/12/2005,787.77,792,792.3,786.17,132.19M,-0.57%
04/11/2005,792.3,790.07,792.81,785.57,152.67M,0.15%
04/08/2005,791.09,789.55,791.48,788.53,183.97M,0.36%
04/07/2005,788.29,787.95,790.31,785.09,304.84M,-0.14%
04/06/2005,789.39,784.89,789.47,783.88,243.51M,0.67%
04/05/2005,784.13,778,784.13,777.57,201.07M,1.12%
04/04/2005,775.46,777.09,777.62,772.52,153.16M,-0.41%
04/01/2005,778.64,771.3,779.93,770.96,179.32M,1.07%
03/31/2005,770.39,769.86,775.2,769.4,179.84M,0.12%
03/30/2005,769.49,768.3,769.69,764.62,294.32M,-0.21%
03/29/2005,771.08,774.24,775.24,766.56,177.47M,0.08%
03/24/2005,770.48,768.69,772.31,768.26,95.97M,0.18%
03/23/2005,769.11,763.27,769.16,759.01,225.45M,0.36%
03/22/2005,766.32,761.34,768.37,760.53,242.40M,0.81%
03/21/2005,760.17,765.16,767.37,759.22,203.18M,-0.54%
03/18/2005,764.26,767.43,769.6,763.63,157.27M,-0.31%
03/17/2005,766.6,766.24,768.66,764.22,213.36M,0.15%
03/16/2005,765.43,777.16,777.16,765.17,319.66M,-1.66%
03/15/2005,778.35,774.25,779.52,774.16,172.58M,0.64%
03/14/2005,773.37,770.27,774.6,766.25,172.39M,0.28%
03/11/2005,771.22,768.98,774.5,768.78,186.29M,0.60%
03/10/2005,766.64,774.37,774.64,765.82,147.57M,-1.16%
03/09/2005,775.63,776.38,780.08,772.71,196.83M,-0.02%
03/08/2005,775.78,779.31,779.87,775.62,178.56M,-0.60%
03/07/2005,780.47,784.6,787.39,778.74,155.09M,-0.47%
03/04/2005,784.17,776.26,784.17,776.26,138.38M,1.11%
03/03/2005,775.55,777.22,780.03,774.77,189.46M,-0.13%
03/02/2005,776.54,773.32,776.56,769.92,215.87M,0.58%
03/01/2005,772.09,768.81,774.25,765.36,212.68M,0.28%
02/28/2005,769.97,771.09,774.52,769.06,262.22M,0.01%
02/25/2005,769.89,764.81,770.03,764.17,193.34M,1.09%
02/24/2005,761.61,760.09,764.57,759.19,186.77M,0.32%
02/23/2005,759.16,755.75,761.54,750.6,250.31M,0.07%
02/22/2005,758.64,760.1,760.84,754.08,377.95M,-0.29%
02/21/2005,760.86,758.48,764.2,758.14,237.65M,0.37%
02/18/2005,758.02,762.95,764.01,758.02,194.82M,-0.80%
02/17/2005,764.11,763.49,768.76,760.29,292.87M,-0.06%
02/16/2005,764.56,769.56,769.83,759.82,269.84M,-0.76%
02/15/2005,770.4,765.88,773.49,764.08,230.71M,0.66%
02/14/2005,765.38,767.6,770.92,763.68,163.27M,-0.19%
02/11/2005,766.82,758.54,767.98,758.54,331.07M,1.48%
02/10/2005,755.63,761.21,763,754.69,675.13M,-1.75%
02/09/2005,769.05,763.33,771.69,759.3,533.83M,0.80%
02/08/2005,762.98,765.52,766.75,762.57,208.15M,-0.35%
02/07/2005,765.69,759.65,765.69,758.61,231.18M,1.34%
02/04/2005,755.57,750.2,757.98,750.15,211.71M,0.73%
02/03/2005,750.12,751.75,755.22,748.9,354.99M,-0.52%
02/02/2005,754.04,750.68,756.55,749.74,201.35M,0.53%
02/01/2005,750.06,742.28,750.55,739.98,215.62M,1.15%
01/31/2005,741.5,737.74,745.99,736.68,205.86M,0.84%
01/28/2005,735.32,741.87,742.43,735.25,225.53M,-0.89%
01/27/2005,741.92,737.35,744.38,734.86,343.84M,0.70%
01/26/2005,736.73,736.96,739.04,733.09,212.89M,0.07%
01/25/2005,736.19,725.24,737.49,725.22,272.22M,1.19%
01/24/2005,727.56,733.13,733.2,724.73,326.13M,-1.03%
01/21/2005,735.1,737,739.36,734.25,227.02M,-0.24%
01/20/2005,736.87,742.16,743.27,736.03,289.94M,-1.24%
01/19/2005,746.09,746.74,748.08,744.59,237.00M,-0.01%
01/18/2005,746.16,746.68,747.09,739.5,226.37M,-0.21%
01/17/2005,747.73,743.51,749.18,743.51,160.20M,0.69%
01/14/2005,742.63,737.27,743.08,733.95,248.05M,0.71%
01/13/2005,737.36,736.38,741.12,733.16,284.85M,0.42%
01/12/2005,734.31,748.68,748.77,732.43,311.24M,-1.80%
01/11/2005,747.8,756.15,758.13,747.22,223.19M,-1.27%
01/10/2005,757.45,749.54,757.9,748.84,197.14M,1.26%
01/07/2005,748.02,744.37,748.65,743.94,205.17M,0.37%
01/05/2005,745.23,751.29,751.6,744.24,88.85M,-1.11%
01/04/2005,753.56,746.64,754.67,746.32,243.45M,0.78%
01/03/2005,747.76,741.14,750.77,740.23,163.74M,0.79%
12/30/2004,741.88,740.96,743.28,740.49,94.43M,0.15%
12/29/2004,740.79,740.09,742.05,736.58,103.09M,0.13%
12/28/2004,739.84,740.55,744.14,736.61,66.47M,-0.28%
12/27/2004,741.89,741.12,744.35,739.77,75.66M,-0.01%
12/23/2004,741.98,742.15,742.47,737.75,143.78M,-0.18%
12/22/2004,743.3,739.14,743.65,739.12,133.69M,0.76%
12/21/2004,737.69,734.37,739.08,733.73,153.31M,0.36%
12/20/2004,735.05,730.43,736.96,730,179.60M,0.84%
12/17/2004,728.94,739.34,740.72,728.76,226.50M,-1.49%
12/16/2004,739.94,737.42,742.58,736.84,206.25M,0.36%
12/15/2004,737.25,739.73,743.39,737.13,191.59M,-0.25%
12/14/2004,739.11,739.49,741.26,736.03,158.07M,0.12%
12/13/2004,738.26,735.78,741.76,735.78,149.20M,0.19%
12/10/2004,736.89,734.24,738.1,732.86,181.16M,0.68%
12/09/2004,731.91,739.48,740.12,731.81,845.09M,-1.20%
12/08/2004,740.82,742.55,745.17,738.22,270.80M,-0.70%
12/07/2004,746.05,740.74,747.8,740.44,167.76M,0.76%
12/06/2004,740.45,743.27,743.6,737.69,139.96M,-0.53%
12/03/2004,744.4,752.75,753.85,744.06,244.24M,-1.24%
12/02/2004,753.74,752.81,755.9,750.54,218.17M,0.48%
12/01/2004,750.13,743.87,750.13,742.05,215.01M,0.91%
11/30/2004,743.34,745.98,747.69,742.8,165.22M,-0.33%
11/29/2004,745.81,744.43,753.58,744.26,203.79M,0.31%
11/26/2004,743.52,743.08,744.48,739.8,136.63M,-0.01%
11/25/2004,743.56,739.16,743.86,738.31,105.88M,0.73%
11/24/2004,738.17,739.29,742.25,737.34,164.30M,0.05%
11/23/2004,737.83,738.24,741.88,736.58,217.52M,0.38%
11/22/2004,735.01,736.23,737.98,731.23,214.15M,-0.70%
11/19/2004,740.17,745.18,748.47,739.29,156.85M,-1.10%
11/18/2004,748.44,747.7,751.22,745.71,184.23M,-0.07%
11/17/2004,748.98,740.11,748.99,740.11,190.31M,1.26%
11/16/2004,739.63,743.38,743.38,737.02,166.36M,-0.41%
11/15/2004,742.64,748.07,748.97,740.19,236.14M,0.03%
11/12/2004,742.41,740.13,743.42,738.54,250.28M,0.87%
11/11/2004,735.98,730.11,737.8,729.18,217.31M,0.78%
11/10/2004,730.27,729.27,735.7,729.02,209.63M,0.34%
11/09/2004,727.83,727.94,732.79,727.38,155.23M,-0.08%
11/08/2004,728.4,725.67,730.48,722.55,206.34M,0.26%
11/05/2004,726.54,725.39,728.47,724.14,92.29M,0.59%
11/04/2004,722.28,723.38,725.71,718.75,262.81M,-0.58%
11/03/2004,726.49,726.93,729.46,722.19,306.10M,0.38%
11/02/2004,723.72,712.95,723.83,711.7,234.57M,1.72%
11/01/2004,711.49,702.06,711.52,700.61,127.21M,1.27%
10/29/2004,702.55,704.63,708.55,701.79,192.62M,-0.36%
10/28/2004,705.07,703.92,708.06,702.44,286.74M,0.53%
10/27/2004,701.36,694.85,702.49,693.22,282.12M,1.63%
10/26/2004,690.12,688.28,691.73,685.71,231.37M,0.55%
10/25/2004,686.33,698.22,699.12,685,291.55M,-2.34%
10/22/2004,702.79,702.86,707.05,699.8,759.12M,-1.14%
10/21/2004,710.9,716.06,716.7,707.35,386.03M,-0.40%
10/20/2004,713.77,721.07,721.21,709.88,307.60M,-1.39%
10/19/2004,723.85,717.39,726.51,716.52,224.01M,1.51%
10/18/2004,713.09,713.94,715.87,711.86,157.12M,-0.10%
10/15/2004,713.8,716.15,716.39,710.08,213.40M,-0.55%
10/14/2004,717.78,722.97,724.76,716.44,251.01M,-0.89%
10/13/2004,724.19,717.74,724.93,717.53,186.94M,1.08%
10/12/2004,716.44,723.02,723.02,712.7,221.11M,-0.90%
10/11/2004,722.96,720.29,723.11,717.11,120.07M,0.17%
10/08/2004,721.73,721.49,726.37,718.52,206.75M,-0.24%
10/07/2004,723.5,724.58,729.25,723.27,203.79M,0.06%
10/06/2004,723.1,726.26,726.96,719.85,179.51M,-0.50%
10/05/2004,726.7,724.47,730.19,721.64,198.50M,-0.01%
10/04/2004,726.79,719.2,727.64,718.91,200.02M,1.35%
10/01/2004,717.1,706.24,717.82,706.24,208.94M,1.61%
09/30/2004,705.76,710.99,715.1,704.96,213.39M,-0.59%
09/29/2004,709.94,696.22,710.01,696.22,266.30M,2.22%
09/28/2004,694.51,692,696.44,689.76,211.95M,0.14%
09/27/2004,693.55,696.2,696.2,690.58,167.38M,-0.59%
09/24/2004,697.69,698.77,700.31,694.83,199.41M,-0.17%
09/23/2004,698.91,699.73,701.47,693.19,346.22M,-0.45%
09/22/2004,702.1,700.7,707.25,699.28,438.65M,0.16%
09/21/2004,700.98,701.32,703.2,698.2,187.66M,0.12%
09/20/2004,700.17,700.46,701.72,696.82,187.50M,-0.24%
09/17/2004,701.86,699.83,704.58,699.09,279.03M,0.26%
09/16/2004,700.03,701.62,702.87,695.13,210.55M,-0.13%
09/15/2004,700.91,700.86,705.6,698.77,237.55M,0.19%
09/14/2004,699.57,701.45,701.97,695.63,182.54M,-0.43%
09/13/2004,702.62,689.1,702.97,689.1,245.66M,1.55%
09/10/2004,691.91,690.04,693.01,688.67,163.06M,0.65%
09/09/2004,687.44,692.24,692.99,684.48,399.73M,-0.90%
09/08/2004,693.66,695.91,698.38,693.59,241.09M,-0.29%
09/07/2004,695.68,696.37,698.73,692.85,221.75M,-0.24%
09/06/2004,697.36,697.22,699.46,696.4,99.78M,0.10%
09/03/2004,696.67,693.02,699.97,691.93,242.79M,0.34%
09/02/2004,694.28,691.83,697.61,689.67,214.33M,0.12%
09/01/2004,693.43,687.3,693.55,686.25,214.63M,1.23%
08/31/2004,685.03,687.15,690.42,683.2,234.57M,-0.61%
08/30/2004,689.2,691.78,692.08,687.81,121.40M,-0.25%
08/27/2004,690.92,688.6,691.04,684.79,176.19M,0.28%
08/26/2004,689.02,685.05,690.94,685.05,179.28M,0.84%
08/25/2004,683.26,678.24,683.88,676.14,177.08M,0.95%
08/24/2004,676.86,678.96,683.77,676.31,260.40M,-0.35%
08/23/2004,679.23,667.6,679.23,666.35,297.49M,2.21%
08/20/2004,664.52,664.83,665.92,659.98,153.22M,-0.31%
08/19/2004,666.56,669.13,670.7,664.08,258.43M,0.17%
08/18/2004,665.41,659.67,666,655.92,278.95M,1.03%
08/17/2004,658.63,656.26,662.04,655.65,268.83M,0.40%
08/16/2004,656.02,646.49,656.55,644.04,220.93M,1.03%
08/13/2004,649.36,649.22,654.43,646.61,328.85M,-0.21%
08/12/2004,650.7,654.85,658.22,644.98,401.43M,-0.41%
08/11/2004,653.37,662.5,663.46,649.32,351.39M,-1.70%
08/10/2004,664.67,658.1,667.13,656.83,195.60M,1.18%
08/09/2004,656.91,663.5,663.77,653.49,184.43M,-0.94%
08/06/2004,663.15,674.45,676.59,660.82,277.91M,-2.34%
08/05/2004,679.04,677.12,682.26,675.5,137.13M,0.71%
08/04/2004,674.23,676.09,677.31,671.16,139.89M,-0.73%
08/03/2004,679.19,680.52,681.83,677.35,107.12M,0.06%
08/02/2004,678.8,680.35,681.43,675.85,104.52M,-0.66%
07/30/2004,683.3,680.1,686.26,677.38,146.15M,0.46%
07/29/2004,680.14,677.09,684.16,675.54,184.85M,0.86%
07/28/2004,674.36,676.73,681.38,672.89,258.95M,0.36%
07/27/2004,671.95,664.49,671.95,663.58,215.27M,1.54%
07/26/2004,661.76,668.01,671.52,661.7,188.07M,-1.00%
07/23/2004,668.45,671.07,674.41,668.17,183.34M,0.03%
07/22/2004,668.23,677.39,677.82,668.2,291.89M,-2.18%
07/21/2004,683.09,681.82,694.52,681.82,583.83M,2.15%
07/20/2004,668.7,666.54,670.79,661.93,259.89M,0.36%
07/19/2004,666.28,671.78,675.22,666.05,228.05M,-1.06%
07/16/2004,673.44,669.63,674.59,666.81,268.56M,0.65%
07/15/2004,669.12,681.01,682.39,667.11,572.00M,-1.67%
07/14/2004,680.47,674.25,681.91,670.61,218.51M,0.66%
07/13/2004,676.03,670.21,680.05,668.16,220.24M,1.05%
07/12/2004,669,678.83,681,665.86,179.42M,-1.55%
07/09/2004,679.5,684.01,684.01,676.42,177.15M,-0.85%
07/08/2004,685.3,684.22,686.24,681.38,159.69M,0.15%
07/07/2004,684.29,685.66,688.38,682.32,128.19M,-0.16%
07/06/2004,685.4,692.12,692.12,685.06,152.59M,-1.11%
07/05/2004,693.08,695.96,697.32,691.12,77.59M,-0.39%
07/02/2004,695.82,696.31,698.63,693.08,203.84M,-0.31%
07/01/2004,697.97,701.67,703.94,697.73,238.31M,-0.02%
06/30/2004,698.13,700.17,701.99,697.62,171.08M,0.04%
06/29/2004,697.86,698.63,698.63,694.85,136.09M,-0.20%
06/28/2004,699.27,696,700.25,694.31,140.27M,0.25%
06/24/2004,697.54,695.78,698.98,694.95,250.53M,1.03%
06/23/2004,690.46,680.69,690.61,680.48,247.67M,1.85%
06/22/2004,677.92,679.2,681.72,676.33,186.14M,-0.41%
06/21/2004,680.69,680.17,683.5,678.35,186.41M,-0.10%
06/18/2004,681.37,682.28,683.65,679.54,147.07M,-0.34%
06/17/2004,683.71,687.39,687.96,681.61,126.86M,-0.40%
06/16/2004,686.46,683.68,687.34,682.85,153.60M,0.52%
06/15/2004,682.92,678.2,684.66,676.56,173.56M,0.74%
06/14/2004,677.89,686.7,686.7,676.44,129.88M,-1.36%
06/11/2004,687.26,686.85,688.74,685.78,66.23M,0.09%
06/10/2004,686.61,688.45,688.92,685.08,116.43M,-0.09%
06/09/2004,687.24,692.18,694.94,687.24,169.50M,-0.59%
06/08/2004,691.3,694.63,694.93,688.6,189.28M,-0.27%
06/07/2004,693.17,690.01,693.73,689,187.48M,1.12%
06/04/2004,685.49,677.54,685.9,677.54,186.19M,1.40%
06/03/2004,676,671.24,676,668.59,133.28M,0.59%
06/02/2004,672.03,669.35,676.3,669.35,200.17M,0.90%
06/01/2004,666.06,673.07,674.21,666.06,145.97M,-1.17%
05/28/2004,673.95,673.29,676.06,672.23,171.13M,0.32%
05/27/2004,671.79,666.2,674.01,666.2,185.02M,0.98%
05/26/2004,665.26,669.79,673.38,662.14,209.01M,0.22%
05/25/2004,663.77,667.67,668.15,661.14,224.73M,-0.95%
05/24/2004,670.12,669.04,676.71,669.04,239.13M,0.46%
05/21/2004,667.02,669.37,669.37,662.57,198.55M,-0.58%
05/19/2004,670.88,664.12,673.78,664.12,284.69M,1.82%
05/18/2004,658.86,656.44,661.08,656.24,215.15M,0.77%
05/17/2004,653.85,655.09,655.09,649.94,201.98M,-1.49%
05/14/2004,663.75,668.01,668.64,661.22,229.33M,-0.69%
05/13/2004,668.39,654.49,669.92,654.49,278.44M,2.58%
05/12/2004,651.6,663.37,667.33,650.78,342.59M,-1.99%
05/11/2004,664.86,655.53,664.88,653.79,301.33M,1.94%
05/10/2004,652.21,669.82,669.82,651.28,368.69M,-3.57%
05/07/2004,676.35,678.26,680.83,670.01,284.92M,-0.17%
05/06/2004,677.48,695.72,697.09,676.47,278.11M,-2.76%
05/05/2004,696.71,689.56,699.42,689.56,284.82M,1.21%
05/04/2004,688.35,689.9,693.07,686.13,256.57M,-0.23%
05/03/2004,689.97,684.64,691.89,680.8,219.73M,0.64%
04/30/2004,685.59,691.92,693.42,684.3,252.82M,-1.15%
04/29/2004,693.6,695.45,697.42,685.21,372.69M,-0.68%
04/28/2004,698.32,710.33,710.9,698.32,356.96M,-2.24%
04/27/2004,714.29,714.94,718.22,713.21,232.31M,-0.25%
04/26/2004,716.11,717.44,724.89,714.21,357.03M,-0.54%
04/23/2004,720,726.93,729.45,719.36,566.31M,-1.11%
04/22/2004,728.07,718.14,728.87,718.05,354.82M,1.64%
04/21/2004,716.3,725.11,725.6,716.03,328.30M,-1.21%
04/20/2004,725.07,720.35,727.84,720.35,353.20M,1.24%
04/19/2004,716.19,716.39,716.91,712.24,186.79M,0.43%
04/16/2004,713.12,711.31,717.66,708,299.35M,0.31%
04/15/2004,710.89,714.52,717.08,708.76,238.09M,-0.46%
04/14/2004,714.18,717.41,717.41,706.78,280.39M,-0.93%
04/13/2004,720.87,722.14,726.71,719.79,176.10M,0.13%
04/08/2004,719.93,721.11,725.01,718.87,130.56M,0.26%
04/07/2004,718.04,718.33,726.23,717.92,354.62M,0.06%
04/06/2004,717.59,721.65,725.66,712.22,474.71M,-0.48%
04/05/2004,721.04,716.92,721.9,714.61,237.36M,1.11%
04/02/2004,713.11,705.63,716.1,703.94,493.43M,1.14%
04/01/2004,705.05,697.46,705.55,697.46,625.79M,2.14%
03/31/2004,690.28,688.27,694.66,687.2,284.38M,0.32%
03/30/2004,688.1,690.39,692.6,685.8,216.90M,-0.50%
03/29/2004,691.59,679.8,691.59,679.8,182.12M,1.77%
03/26/2004,679.57,681.75,683.4,675.98,317.67M,0.18%
03/25/2004,678.33,669.94,678.4,669.94,370.43M,1.76%
03/24/2004,666.61,672.19,675.25,665.26,342.94M,-0.53%
03/23/2004,670.17,663.52,673.17,660.11,403.84M,1.12%
03/22/2004,662.73,675.18,675.18,660.56,435.74M,-2.79%
03/19/2004,681.76,680.73,684.06,677.2,220.89M,0.34%
03/18/2004,679.42,693.49,693.83,679.36,303.54M,-1.97%
03/17/2004,693.1,684.52,693.92,684.52,292.95M,1.42%
03/16/2004,683.41,679.59,684.2,672.92,384.95M,0.47%
03/15/2004,680.19,690.93,690.93,678.35,369.75M,-1.27%
03/12/2004,688.93,677.95,690.56,674.18,393.47M,0.84%
03/11/2004,683.16,696.96,696.96,676.27,737.66M,-3.21%
03/10/2004,705.83,704.1,706.35,701.52,331.87M,-0.16%
03/09/2004,706.98,713.23,713.8,706.48,309.92M,-1.59%
03/08/2004,718.39,717.76,720.94,716.01,186.90M,0.16%
03/05/2004,717.24,716.33,721.84,712.81,334.37M,0.12%
03/04/2004,716.41,719.18,723.72,715.59,434.95M,-0.36%
03/03/2004,718.99,713.52,719.56,711.98,387.72M,0.71%
03/02/2004,713.93,708.45,714.27,708.45,263.70M,1.34%
03/01/2004,704.47,699.57,705.86,697.51,309.51M,0.90%
02/27/2004,698.18,700.61,704.46,697.19,341.44M,0.11%
02/26/2004,697.44,697.18,700.09,695.18,295.63M,0.53%
02/25/2004,693.77,690.87,695.28,687.49,339.51M,0.46%
02/24/2004,690.56,701.61,701.61,687.75,422.52M,-1.90%
02/23/2004,703.9,702.09,707.89,700.83,441.10M,0.54%
02/20/2004,700.1,703.42,704.98,698.16,267.40M,-0.81%
02/19/2004,705.81,701.09,709.75,701.09,276.35M,0.89%
02/18/2004,699.6,699.44,703.62,696.96,276.47M,-0.06%
02/17/2004,700,697.26,701.78,697.26,266.42M,0.60%
02/16/2004,695.8,689.18,697.33,687.45,194.52M,0.96%
02/13/2004,689.16,693.07,695.38,688.61,283.64M,-0.72%
02/12/2004,694.13,703.11,706.37,694.03,421.39M,-0.81%
02/11/2004,699.79,693.11,703.17,691.26,609.34M,0.21%
02/10/2004,698.34,690.91,699.79,688.18,473.87M,0.99%
02/09/2004,691.47,689.27,695.23,689.27,473.18M,0.56%
02/06/2004,687.59,689.04,692.77,685.19,1.08B,2.15%
02/05/2004,673.12,670.66,674.08,665.85,394.19M,0.78%
02/04/2004,667.89,668.84,669.57,662.39,312.12M,-0.30%
02/03/2004,669.87,669.49,669.95,665.81,273.48M,-0.09%
02/02/2004,670.48,677.5,680.15,669.72,258.77M,-0.51%
01/30/2004,673.91,673.21,675.69,669.59,424.37M,1.14%
01/29/2004,666.32,668.89,671.01,664.42,295.97M,-0.86%
01/28/2004,672.1,672.25,675.57,669.91,260.25M,-0.46%
01/27/2004,675.18,679.98,684.06,675.18,289.11M,-0.25%
01/26/2004,676.87,674.98,676.87,672.07,178.05M,0.33%
01/23/2004,674.65,671.01,677.2,668.46,236.52M,0.26%
01/22/2004,672.92,670.92,676.39,667.4,407.79M,0.89%
01/21/2004,667,670.89,671.85,663.58,353.67M,-0.63%
01/20/2004,671.25,674.24,678.1,669.6,321.18M,-0.72%
01/19/2004,676.15,676.46,680.09,674.87,372.71M,0.54%
01/16/2004,672.54,669.09,672.83,668.1,407.94M,1.12%
01/15/2004,665.12,660.32,666.37,657.75,321.08M,0.60%
01/14/2004,661.13,655.56,662.64,654.71,372.32M,0.92%
01/13/2004,655.1,655.46,662.06,651.12,587.67M,0.42%
01/12/2004,652.33,648.59,653.69,644.74,359.87M,0.28%
01/09/2004,650.48,649.44,653.9,644.66,628.01M,0.43%
01/08/2004,647.7,640.27,654.07,640.27,932.76M,1.92%
01/07/2004,635.47,647.07,648.79,633.47,298.32M,-1.41%
01/05/2004,644.55,643.23,645.3,640.84,140.75M,0.01%
01/02/2004,644.48,635.67,644.55,635.67,122.59M,1.29%
12/30/2003,636.29,640.54,644.06,633.5,157.03M,-0.36%
12/29/2003,638.62,628.94,640,628.62,159.71M,1.67%
12/23/2003,628.11,619.88,628.86,619.88,146.25M,1.57%
12/22/2003,618.39,618.25,620.95,616.24,202.36M,-0.03%
12/19/2003,618.55,616.04,619.67,612.08,263.27M,0.78%
12/18/2003,613.78,606.54,614.64,604.47,267.34M,1.27%
12/17/2003,606.08,614.86,615.55,605.92,201.80M,-1.30%
12/16/2003,614.08,620.11,620.45,613.87,194.27M,-1.21%
12/15/2003,621.6,620.91,625.37,620.66,222.78M,0.66%
12/12/2003,617.53,619.29,621.12,615.55,348.55M,0.01%
12/11/2003,617.44,617.92,618.48,613.43,183.37M,0.20%
12/10/2003,616.23,617.76,618.42,611.82,335.59M,-0.12%
12/09/2003,616.97,618.77,621.79,616.51,292.36M,0.10%
12/08/2003,616.35,621.82,621.82,614.75,179.77M,-1.11%
12/05/2003,623.24,627.02,629.34,621.72,179.89M,-0.49%
12/04/2003,626.28,623.08,627.99,621.66,250.06M,0.60%
12/03/2003,622.54,621.38,626.43,620.36,207.39M,0.10%
12/02/2003,621.92,621.27,627.12,619.1,226.40M,0.11%
12/01/2003,621.26,616.63,622.31,615.98,202.18M,1.10%
11/28/2003,614.52,617.35,619.54,612.61,169.83M,-0.41%
11/27/2003,617.02,611.35,617.36,609.49,142.89M,1.24%
11/26/2003,609.48,612.84,614.74,607.38,189.37M,-0.47%
