"Date","Price","Open","High","Low","Vol.","Change %"
"03/01/1995","283.26","288.01","290.66","270.05","","-1.65%"
"02/01/1995","288.01","287.99","299.85","286.35","","0.01%"
"01/01/1995","287.99","284.41","295.82","284.41","","1.26%"
"12/01/1994","284.40","293.77","294.46","281.01","","-3.19%"
"11/01/1994","293.77","288.96","298.15","273.69","","1.66%"
"10/01/1994","288.96","273.50","289.30","264.98","","5.65%"
"09/01/1994","273.50","282.46","286.58","271.35","","-3.17%"
"08/01/1994","282.46","283.60","292.93","267.94","","-0.40%"
"07/01/1994","283.60","264.24","286.89","255.27","","7.33%"
"06/01/1994","264.24","284.39","287.05","257.31","","-7.09%"
"05/01/1994","284.39","283.33","301.19","282.38","","0.37%"
"04/01/1994","283.33","267.69","288.57","262.74","","5.84%"
"03/01/1994","267.69","294.38","295.62","263.70","","-9.07%"
"02/01/1994","294.38","308.33","313.32","286.71","","-4.52%"
"01/01/1994","308.33","274.99","309.61","271.94","","12.12%"
"12/01/1993","274.99","253.88","277.80","253.88","","8.31%"
"11/01/1993","253.88","278.45","280.79","247.43","","-8.82%"
"10/01/1993","278.45","252.17","279.82","250.82","","10.42%"
"09/01/1993","252.17","249.01","254.86","239.08","","0.82%"
"08/01/1993","250.12","233.71","265.06","232.95","","7.02%"
"07/01/1993","233.71","211.03","235.00","210.11","","10.75%"
"06/01/1993","211.03","213.39","213.57","203.81","","-1.11%"
"05/01/1993","213.39","199.35","214.79","198.18","","7.04%"
"04/01/1993","199.35","191.72","201.25","190.34","","3.98%"
"03/01/1993","191.72","194.00","201.54","188.24","","-1.18%"
"02/01/1993","194.00","174.12","195.61","174.10","","11.42%"
"01/01/1993","174.12","179.28","188.09","171.38","","-3.07%"
"12/01/1992","179.63","177.09","182.12","167.76","","1.43%"
"11/01/1992","177.09","136.39","177.57","136.38","","30.14%"
"10/01/1992","136.08","134.34","141.81","120.52","","1.30%"
"09/01/1992","134.34","144.29","147.45","125.69","","-6.90%"
"08/01/1992","144.29","159.69","161.03","135.08","","-9.64%"
"07/01/1992","159.69","169.00","169.93","153.85","","-5.51%"
"06/01/1992","169.00","183.16","185.04","167.60","","-7.73%"
"05/01/1992","183.16","179.16","185.91","178.05","","2.23%"
"04/01/1992","179.16","181.74","181.74","174.15","","-1.42%"
"03/01/1992","181.74","174.09","185.04","173.93","","4.39%"
"02/01/1992","174.09","176.00","178.95","169.28","","-1.09%"
"01/01/1992","176.00","166.88","180.32","165.62","","5.47%"
"12/01/1991","166.88","171.10","171.10","156.99","","-2.47%"
"11/01/1991","171.10","186.04","186.19","165.90","","-8.03%"
"10/01/1991","186.04","181.24","190.50","175.75","","-1.11%"
"09/01/1991","188.12","200.92","203.50","186.25","","-6.84%"
"08/01/1991","201.94","204.71","205.75","187.25","","-0.80%"
"07/01/1991","203.56","203.23","209.25","199.25","","0.02%"
"06/01/1991","203.51","203.89","205.75","200.25","","1.66%"
"05/01/1991","200.19","182.43","200.50","181.75","","8.74%"
"04/01/1991","184.10","184.10","197.25","183.75","","-4.75%"
"03/01/1991","193.29","193.29","200.00","187.25","","2.56%"
"02/01/1991","188.46","167.49","191.00","164.50","","11.72%"
"01/01/1991","168.69","145.19","171.75","137.50","","12.21%"
"12/01/1990","150.33","158.53","159.50","145.00","","3.75%"
"11/01/1990","144.89","150.25","155.50","138.50","","-6.80%"
"10/01/1990","155.46","155.46","171.75","151.25","","2.87%"
"09/01/1990","151.12","191.40","197.00","149.25","","-23.30%"
"08/01/1990","197.02","224.66","228.86","181.25","","-13.54%"
"07/01/1990","227.87","227.87","232.00","225.00","","0.96%"
"06/01/1990","225.71","225.71","226.25","215.50","","4.73%"
"05/01/1990","215.52","215.52","216.75","191.00","","12.90%"
"04/01/1990","190.89","196.00","196.50","184.75","","1.60%"
"03/01/1990","187.88","193.97","195.75","187.25","","-4.01%"
"02/01/1990","195.72","210.21","214.25","187.75","","-6.47%"
"01/01/1990","209.26","218.97","221.25","202.71","","0.37%"
