"Date","Price","Open","High","Low","Vol.","Change %"
"10/01/2002","511.32","448.39","517.04","413.99","8.39B","14.74%"
"09/01/2002","445.65","523.34","532.80","433.62","5.40B","-15.25%"
"08/01/2002","525.83","542.46","564.85","487.73","6.70B","-2.86%"
"07/01/2002","541.32","605.00","620.16","468.53","4.25B","-10.95%"
"06/01/2002","607.90","659.74","667.21","554.85","3.00B","-7.88%"
"05/01/2002","659.89","713.83","724.20","656.15","2.82B","-7.62%"
"04/01/2002","714.34","796.07","803.52","680.86","4.07B","-10.55%"
"03/01/2002","798.61","784.03","835.17","781.50","2.89B","1.91%"
"02/01/2002","783.64","782.88","796.35","741.84","2.94B","0.21%"
"01/01/2002","782.02","843.07","878.88","753.84","3.61B","-7.62%"
"12/01/2001","846.49","833.41","897.65","800.66","2.44B","1.37%"
"11/01/2001","835.06","740.52","857.25","730.39","4.12B","12.55%"
"10/01/2001","741.92","700.38","782.20","679.57","4.91B","5.50%"
"09/01/2001","703.22","793.64","802.12","616.96","3.94B","-11.39%"
"08/01/2001","793.64","867.49","876.49","783.28","2.38B","-8.66%"
"07/01/2001","868.86","878.04","901.83","797.72","2.49B","-1.24%"
"06/01/2001","879.73","924.70","949.56","824.31","2.64B","-5.07%"
"05/01/2001","926.68","937.01","985.51","885.10","2.81B","-0.84%"
"04/01/2001","934.49","834.96","937.14","770.83","3.31B","12.35%"
"03/01/2001","831.77","966.31","1,018.06","808.36","3.51B","-14.75%"
"02/01/2001","975.65","1,104.68","1,105.99","934.71","2.75B","-12.31%"
"01/01/2001","1,112.58","1,053.22","1,129.85","994.74","2.94B","5.35%"
"12/01/2000","1,056.11","1,109.05","1,165.18","1,026.39","2.05B","-3.59%"
"11/01/2000","1,095.43","1,196.31","1,202.68","1,053.83","2.26B","-7.11%"
"10/01/2000","1,179.31","1,208.20","1,255.84","1,068.40","2.49B","-3.19%"
"09/01/2000","1,218.17","1,347.72","1,391.71","1,210.14","1.80B","-8.88%"
"08/01/2000","1,336.87","1,322.30","1,346.49","1,238.72","1.46B","1.27%"
"07/01/2000","1,320.12","1,323.25","1,445.48","1,290.18","1.38B","0.38%"
"06/01/2000","1,315.10","1,411.18","1,454.36","1,278.51","1.59B","-4.51%"
"05/01/2000","1,377.15","1,450.18","1,474.76","1,267.29","944.95M","-3.67%"
"04/01/2000","1,429.61","1,419.07","1,464.46","1,212.10","","3.32%"
"03/01/2000","1,383.66","1,436.34","1,547.87","1,347.96","","-3.45%"
"02/01/2000","1,433.08","1,252.72","1,449.21","1,249.55","","17.44%"
"01/01/2000","1,220.23","1,217.54","1,263.18","1,089.10","","1.77%"
"12/01/1999","1,198.97","1,023.75","1,219.74","1,022.94","","16.30%"
"11/01/1999","1,030.97","927.87","1,058.06","911.62","","11.70%"
"10/01/1999","923.00","834.30","926.52","821.82","","10.89%"
"09/01/1999","832.34","836.92","863.79","826.97","","-0.55%"
"08/01/1999","836.92","823.27","871.58","789.55","","1.66%"
"07/01/1999","823.27","829.14","852.78","802.00","","-0.71%"
"06/01/1999","829.14","772.98","843.22","769.54","","7.27%"
"05/01/1999","772.98","776.95","804.29","759.30","","-0.51%"
"04/01/1999","776.95","742.87","792.00","736.88","","4.59%"
"03/01/1999","742.87","732.73","744.19","700.92","","1.38%"
"02/01/1999","732.73","722.37","751.07","690.09","","1.43%"
"01/01/1999","722.37","701.31","756.70","675.56","","3.00%"
"12/01/1998","701.31","709.27","728.20","651.01","","-1.12%"
"11/01/1998","709.27","624.42","735.11","624.29","","13.59%"
"10/01/1998","624.42","586.86","632.41","496.90","","6.40%"
"09/01/1998","586.86","657.78","676.72","553.52","","-10.78%"
"08/01/1998","657.78","769.37","778.66","635.21","","-14.50%"
"07/01/1998","769.37","776.52","828.45","767.80","","-0.92%"
"06/01/1998","776.52","765.59","800.92","732.30","","1.43%"
"05/01/1998","765.59","737.02","793.51","737.02","","3.88%"
"04/01/1998","737.02","725.23","777.21","714.11","","1.63%"
"03/01/1998","725.23","683.35","743.01","665.74","","6.13%"
"02/01/1998","683.35","627.14","688.89","627.14","","8.96%"
"01/01/1998","627.14","599.71","632.82","564.08","","4.57%"
"12/01/1997","599.71","609.10","628.71","564.56","","-1.54%"
"11/01/1997","609.10","575.50","616.84","559.29","","5.84%"
"10/01/1997","575.50","653.97","670.53","510.56","","-11.85%"
"09/01/1997","652.86","605.39","657.43","605.17","","7.88%"
"08/01/1997","605.17","647.06","675.02","603.20","","-6.47%"
"07/01/1997","647.06","601.85","667.67","600.38","","7.51%"
"06/01/1997","601.85","553.95","608.39","553.95","","8.65%"
"05/01/1997","553.95","524.13","576.59","520.43","","6.44%"
"04/01/1997","520.43","543.91","546.02","500.21","","-4.69%"
"03/01/1997","546.02","520.77","559.33","516.72","","4.85%"
"02/01/1997","520.77","502.59","529.93","497.53","","3.62%"
"01/01/1997","502.59","469.29","502.59","461.81","","7.10%"
"12/01/1996","469.29","451.84","469.37","442.50","","3.86%"
"11/01/1996","451.84","416.46","453.60","416.28","","8.58%"
"10/01/1996","416.13","404.58","429.20","404.58","","2.85%"
"09/01/1996","404.58","388.18","405.79","382.02","","4.22%"
"08/01/1996","388.18","365.12","391.93","365.08","","6.32%"
"07/01/1996","365.12","384.95","390.33","350.58","","-5.15%"
"06/01/1996","384.95","386.34","397.56","379.96","","-0.36%"
"05/01/1996","386.34","376.81","394.90","375.60","","2.53%"
"04/01/1996","376.81","374.12","382.58","361.78","","0.72%"
"03/01/1996","374.12","368.95","383.36","353.22","","1.40%"
"02/01/1996","368.95","343.82","376.78","343.48","","7.31%"
"01/01/1996","343.82","337.96","350.34","324.08","","1.73%"
"12/01/1995","337.96","342.98","345.45","314.69","","-1.46%"
"11/01/1995","342.98","338.89","346.62","327.81","","1.21%"
"10/01/1995","338.89","364.62","364.85","328.28","","-7.06%"
"09/01/1995","364.62","339.88","372.23","337.65","","7.28%"
"08/01/1995","339.88","336.55","348.42","328.76","","0.99%"
"07/01/1995","336.55","322.47","346.04","321.46","","4.37%"
"06/01/1995","322.47","310.52","322.79","309.32","","3.85%"
"05/01/1995","310.52","304.77","314.48","303.25","","1.89%"
"04/01/1995","304.77","283.26","304.95","281.34","","7.59%"
